LON,LAT,TEMPC,TEMP.MAXC,TEMP.MINC,PREC,WDSP
88.667,50,7.3,13.6,-1.7,0,1.7
-2.167,51.883,16.8,19,14,NA,7.8
-1.783,51.683,14,19.5,10,0,8.7
82.367,48.75,14.5,22.9,2,0,4.4
-0.8,51.683,13,18.4,11,0,5.5
-0.367,51.867,13.5,18,11,0,9.4
0.233,51.883,13.4,18,10,0,7.3
0.45,51.883,13.5,19.1,10.5,5.08,8.7
80.067,44.167,18.8,26.1,11.4,0,2.4
75.25,43.533,15.3,24.3,9.7,NA,3.6
76.933,43.233,16.1,25,11,NA,4.1
75.283,42.833,15.6,23.6,10,NA,0.6
0.833,51.55,14.9,20,12,1.52,9.2
78.233,41.883,4.6,10.9,-1.5,0,5.6
37.283,44.883,21.4,28.2,15,0,13.4
41.117,44.983,20.6,27.4,12.6,0,6.3
-4.15,51.083,15,17.6,13.6,0.51,12.2
46.55,44.4,18.9,26.1,11.2,0,4.4
42.667,43.733,7.4,11.6,4.7,0,10.7
-3.35,51.4,13.9,17,11,0,10.4
-3.433,51.4,14.7,17.1,12.3,7.87,11.2
39.9,43.433,22.4,27.1,17.8,0,7.7
42.483,42.183,24.6,30,19,0,17.5
-2.717,51.383,13.1,17,11,NA,11.3
42.633,42.267,24.6,29.6,19.8,0,17.2
43.033,42.133,12.3,17.9,8,0,23.3
44.7,42.35,15.6,20,11.4,0,2.5
-1.75,51.167,13.8,18.1,11,0.51,10.5
48.3,42.05,20.8,26.4,15.9,0,3.4
47.483,43.017,18.2,24.9,10.9,0,2.7
41.6,41.633,22.4,27,18,0,8.4
-1.567,51.15,13.9,17.9,10,0.51,9.3
43.25,41.567,15.8,26.2,6.2,0,3.6
45.383,41.933,16.7,20.6,14.2,0,1.5
46.667,41.55,17.8,20.5,14.3,0,3.2
47.167,41.217,15.6,19.2,13.7,0.25,2.2
0.033,51.333,15.2,19,12,NA,8.5
0.05,51.5,15.4,19,13,NA,9.6
-0.383,51.233,14,20.1,10.7,0,6
-0.117,51.5,15.1,19.3,12.3,4.57,NA
45,40.567,10.4,14.2,9,0,6.8
45.817,40.683,11.8,17.5,7,3.05,6.1
47.65,42.817,19.9,24,14,0,8.2
47.75,40.65,18.7,21.6,16.7,0,2.9
-0.183,51.15,14.3,19,11,0,7.8
-0.083,51.3,12.8,18.4,10.7,1.02,7.9
50.067,40.45,22.4,27,15.8,0,8.6
1.35,51.133,13.8,18.1,10.8,0,11.1
1.333,51.35,14,19.8,10.8,0.76,9.8
65.5,44.85,16.4,25,8,0,6
-5.317,50.217,13.8,16.1,11.7,0,7.3
-5.25,50.083,13.6,16.9,11,1.02,7.7
51.083,43.583,21.1,24.6,12.4,0,6.8
57.517,43.883,18.3,26,9.2,0,0.7
53,40.05,22.6,29,16,0,8.7
64.467,39.767,21.1,27,12,0,10
68.217,43.267,17.9,27,11.4,0,4.4
-4.667,50.5,12.7,17.3,10.3,0,8.3
59.817,42.95,17.4,25,10.8,0,1.5
59.617,42.45,18.8,25.2,10.9,0,5.1
-4.117,50.35,14.2,18.1,11.1,1.78,9
69.7,42.317,18.9,26,10,0,5.3
71.383,42.85,15.7,20.7,10.8,NA,2.2
72.75,42.95,16.1,20.6,9.7,NA,3.1
74.533,42.85,16.8,24.4,11,NA,5.3
-3.4,50.733,14.6,19,8.5,0,7.7
60.567,41.567,17.9,24.9,11.7,0,5.6
-3.233,50.867,12.3,16.5,10,0.51,6.9
62.467,41.75,21.9,25.5,17.9,0,5.6
59.633,42.483,18.9,25,12,0,4.9
60.633,41.583,17.6,25,10,0,5.4
64.617,41.733,20,26.4,14.5,0,3.2
69.267,41.267,19.6,25,13,0,4.9
53,40.05,22.6,28.7,15.6,0,8.5
55.333,40.783,21.8,29,14.1,0,2.7
-2.633,51,13.6,18,11,2.03,7.5
62.283,40.467,19.5,26.5,12.6,0.51,5.8
-2.45,50.517,15.4,17.9,14.2,0,14.8
69.817,40.267,19.9,23.6,17.5,NA,6.6
69.733,40.217,19.4,22.9,16.5,NA,8.6
72.95,40.917,17,20.8,14.8,NA,1.9
72.8,40.617,16.7,21,15,NA,4.3
72.9,40.7,16.9,21.4,13.4,0,1.7
-1.833,50.783,14,19.4,8,0,8.6
55.517,39.25,23.4,30.1,14.8,0,1.5
-1.4,50.9,15,17,11,0,7.4
58.6,39.317,23.4,30.1,17.9,0,4.4
63.6,39.083,21.7,28.2,15,0,8.3
69.667,39.433,14.3,19.6,10,NA,0
70.2,39.45,11.1,13.5,7.9,NA,8.4
-1.217,50.8,15.6,18.5,13.2,0,14.9
71.867,39.283,17.5,24.1,10.5,0,4.6
53.967,37.467,23.9,28.1,18.4,0,3.4
-0.283,50.833,14.3,19,10.9,0,9.3
57.417,38.433,24.6,29.3,20.3,0,2.4
64.367,38.467,22.3,28.8,14.7,0,5.1
65.717,38.8,22.3,29,16,0,7.5
68.35,38.05,26,32,21.9,0,7.8
69.983,38.367,20.9,26,15.2,0,7.8
0.933,50.95,16.3,18,15,NA,17
62.183,37.6,24.3,29.8,20.5,0,3.9
65.2,37.833,23.5,29.4,17,0,8.7
-2.2,49.717,15.8,17,14,NA,11.9
66.017,37.517,25.1,31.7,15.6,0,9.7
67.267,37.233,25.6,33,19,0,12.6
68.783,37.817,25.3,32,18.5,0,4.1
69.383,37.483,27.7,35.1,21.3,0,3.6
61.217,36.533,23.8,30.4,19.2,0,4.9
62.35,35.283,23.1,30.9,15,0,9
-7.15,55.033,12.4,14,11,NA,11.5
-6.817,54.717,10.5,12.5,9.1,0.76,12.9
-6.45,54.867,11.2,14.3,8.7,4.83,9
-6.217,54.65,11.8,15,10,0,11.2
-9.417,51.467,13.8,17.2,11.6,0,10.3
-10.25,51.933,13.4,16.1,9.6,0,7.1
-6.483,52.283,13.2,18,9.8,0,4.9
-9.9,53.317,13,15.4,11.1,2.03,11.9
-7.3,54.05,10.8,14.6,8.2,7.11,5.7
-7.333,55.367,12.3,13.6,11.2,1.52,22
37.2,36.183,29.1,36.4,22.2,0,10.6
38.95,36.7,29.9,38.2,17.3,0,0.5
40.75,36.5,34.6,40,21.7,0,1.6
40.15,35.317,32.2,39.4,26.6,0,6.4
-23.25,66.15,11,12.9,8.8,NA,8.5
40.917,34.417,35.6,40,26.8,0,0
35.483,33.817,28.1,32.6,23.9,0,4.4
35.85,33.817,25.4,33.6,16.4,0,2.7
34.783,32.116,27.8,30,24,0,6.7
35.217,31.767,24.3,29.8,19.7,0,7.7
34.833,30,28.8,36,21,0,5.6
34.95,29.55,34.6,40.3,27,0,8.7
38.2,32.5,27,36.6,19.6,0,1.8
35.85,32.549,25.6,30.4,20.4,0,3.7
37.133,32.2,25.7,32,21,0,3
36.25,32.366,23.5,31,16.4,0,4.4
35.983,31.983,25.8,32,20,0,3.7
35.467,31.033,33.1,39.5,28.7,0,0
-21.9,64.132,10.1,12,7.9,NA,8.1
47.583,24.067,30.3,31,29,0,5.1
41.133,30.9,34.9,44,25.8,0,8.2
37.283,31.4,29.3,38.6,20.4,0,11.6
46.133,28.317,36.1,43,28.4,0,5.1
36.6,28.383,32.6,41,24.6,0,7.1
41.683,27.433,35.2,41.6,26.6,0,4.6
36.483,26.2,30.3,34.5,25.4,0,9.1
43.767,26.3,36.8,45.6,29,0,4.1
44.117,24.45,38.5,42,29,0,5.1
50.167,26.267,36.8,45,30,0,8.5
39.7,24.55,38.5,46.4,30,0,5.1
46.717,24.933,35.5,43.8,24.9,0,5.3
38.067,24.133,33,37.4,27.2,0,10.2
-20.283,63.4,10.2,12,8.6,NA,13.3
47.683,30.066,37.4,45.4,27.9,0,8.7
47.35,29.817,37.2,45.9,28.2,0.25,16.8
48.375,29.768,36.2,45.7,25.7,0,14.9
47.941,29.294,37.4,43.4,30.2,0,6.1
47.996,29.378,38.8,44.1,33,0,4.8
47.533,29.067,36.6,44.5,27.9,0,14.6
43.15,36.317,32.4,40.8,25,0,1.7
44.4,35.467,33.3,41.8,26.5,0,3.6
40.283,33.033,31.2,38.2,25.2,0,1.1
44.05,32.567,37.6,43.4,32,0,6.5
44.317,31.95,37.3,43.6,30,0,5
47.167,31.85,39,44.5,32.8,0,12
47.917,39.65,18.3,20.6,16.6,0.76,0
48.283,38.25,11.7,15.8,10.2,2.79,14.1
52.35,27.817,33.2,37,26,0,9.1
47.7,37.45,20.1,27,16.6,0,7.8
49.633,37.2,18.4,20.2,17,62.48,4.9
55.95,37.9,20.8,25.4,18,2.79,7.3
45.717,36.767,20.9,28,15,0,6.6
46.267,36.25,20.9,28.4,13.8,0,7.8
48.483,36.683,18.2,22,13.4,0,12.7
-16.117,65.633,9,11.8,-1.3,NA,5.2
51.15,35.4,22.3,28,17,NA,13.6
50,36.25,18.6,26.2,14,0,2.2
51.5,36.65,19.6,21.8,18.4,18.8,3.6
55.1,37.25,24.7,27,21,0,2.5
52.65,36.717,21.9,25.4,20,6.6,1.2
52.817,36.45,20.6,24,18.6,8.89,2.7
54.267,36.85,22.4,28,20,NA,9
54.95,36.417,18.7,24.6,14.6,0,10
57.667,36.217,23.7,29.4,20.2,0,12.1
59.633,36.267,20.6,27.4,15.5,0,7.4
47,35.333,24.6,33.2,18.8,0,7.8
51.317,35.683,22,27.8,16.8,9.65,6.9
48.533,34.85,20,28.9,12.1,0,6.3
49.767,34.1,21.6,27.8,17.6,0,3.9
46.433,33.633,27.7,35,20.2,0,6.8
49.15,30.55,36.1,46,26,0,10.6
46.4,33.583,27.8,35,21,0,7.2
48.283,33.433,27.8,37,15,0,4.8
52.65,36.717,22.1,25,19,NA,2.6
51.467,36.65,19.7,22,18,NA,3.8
54.383,27.667,34.4,40,28,0,4.6
51.55,30.683,23.9,35,14,0,3.3
48.417,38.317,11.4,14,10,NA,13.2
53.183,36.633,22.3,26,20,NA,5.7
51.45,33.983,27.9,33,21.8,0,8.2
58.167,34.017,25.7,33.4,20,0,6.3
48.417,32.267,33.5,45.2,22.4,0,0.5
50.85,32.283,21.7,30.2,9,0,4.9
48.667,31.333,36.3,45.8,27.6,0,6.9
49.267,31.983,37.1,44.6,29,0,3.7
60.033,31.533,27.8,36.4,21.2,0,4.9
61.483,31.05,30.1,35.5,24.7,0,25.1
49.667,30.767,35.2,45.6,25,0,6.5
55.033,25.867,34.2,36,31,0,8.9
57.1,27.117,34.4,38,30,0,3.8
44.433,39.333,17.9,22,14,0,5.3
56.967,30.25,25.3,34.8,17.8,0,5.8
56.567,29.233,22.3,28.8,16.6,13.97,7.8
58.4,29.1,33.8,37.8,30.6,0,6.8
50.833,28.983,34.6,38.2,29.8,0,5.2
53.683,28.967,29.7,38.2,21,0,4.3
62.333,27.333,31.8,36.8,25.5,0,5.1
60.7,27.2,35.1,41.7,31.8,0,5.3
54.833,26.583,34.3,37.2,31.6,0,10.7
-14.4,65.283,8.2,14,0,0,3.5
57.767,25.633,30.5,31.4,29.4,0,13.3
70.517,37.117,24.6,33,16,0,4.7
68.917,36.667,26.3,31,20,0,6
62.217,34.217,24.4,30,19,0,12.4
-13.583,65.266,8.2,10.6,5.3,0,4.9
65.85,31.5,30.7,37,26,0,8
-23.933,64.9,10.3,11.1,8.8,0,12.9
45.25,20.5,36.1,44,29,0,5.8
42.8,18.3,20.4,30.2,17,26.92,6.4
47.1,17.467,31.2,43,27,0,15.2
50.65,26.267,35.6,39,31.4,0,7.8
51.567,25.25,35.9,42,32,0,6
55.172,24.886,34.3,39,30,0,6.6
56.333,25.1,31.4,33.2,29.9,0,5.6
55.783,24.233,37.4,44.1,31.8,0,6.5
56.517,23.417,36.7,43.2,31.9,0,6
57.417,23.4,33.4,39.2,29.8,0,4.8
57,23.117,17.2,22.2,15.7,0,0
59.8,22.3,25.1,27,23.9,0,10.6
58.25,20.85,29.8,39.3,25.6,0,10
58.9,20.667,27.3,31,25.2,0,14.8
57.117,19.95,30.8,40.4,24.7,0,11
-21.9,64.132,9.8,11.7,7.8,0,6.4
54.017,17.667,29.4,36.4,24.6,0,16.5
54.083,17.033,25.2,26.2,24,1.27,3.9
43.283,13.25,32.8,34,32,0,3.7
44.183,15.517,17.9,25.4,13.6,34.04,6.8
44.417,14.583,17.4,21,14,22.1,5
49.25,14.583,31.2,35,28.7,0,7.6
-20.283,63.433,10.7,12.4,9.2,0,6.4
71.833,35.85,25.9,31.7,21.1,0,6.3
71.85,35.2,21.8,32,19,19.05,0.5
72.35,34.733,22.8,26.5,20.5,39.12,0
71.583,34.017,27.9,30.5,25,11.94,6.8
73.25,34.183,20.9,26,17,68.58,0.7
70.083,33.867,20.9,27,14.2,5.08,2.9
73.1,33.617,26.3,30.5,24,5.08,6.3
68.792,27.722,33.9,38,29,0,3.4
74.533,32.5,27.1,30.3,22.5,0,0.5
73.1,31.433,27,29,25,8.38,2.3
74.4,31.517,25.7,27,25,NA,3.9
-18.017,66.533,9.1,10.4,7.9,0,10.9
66.883,30.25,27.6,35,21,0,12.9
71.433,30.2,29.2,32.5,25.8,3.05,3.7
69.717,29.883,27.1,33,19,0,1.5
71.783,29.4,27.9,33.5,25,0,1.8
64.4,28.883,35.4,41.5,27,0,3
68.467,28.3,33.3,37,29.5,0,4.9
68.9,27.667,33.4,37,31,0,2.5
66.633,27.833,26.5,35,21,10.41,0.5
68.133,26.85,32.4,38,28,0,1.7
61.8,25.067,29,32,26,0,4.5
63.483,25.267,29.8,33,26.5,0,3.5
-15.783,64.933,5.6,9.7,0.4,0,12.1
68.417,25.383,31,36.2,27,0,3.5
69.783,25.517,29.3,37.6,25.5,0,0.2
68.9,24.633,30.8,35,27.5,0,2.7
88.683,25.65,30.4,33.6,27.5,0,1
90.433,24.717,30.1,33.2,27,0,1.3
88.7,24.367,30.1,34.4,27,0,1.7
89.933,24.25,29.9,33.7,27.2,0,1.7
89.85,23.6,29.7,32.9,26.8,1.27,2.5
91.183,23.433,29.6,33.7,26.3,0,1.2
89.533,22.783,29.3,33.5,26.6,0,1.7
-68.75,76.533,4.4,6.4,3.8,0.51,3.6
-51.067,69.233,9.3,13,4,NA,8.7
74.833,34.083,19.8,23.7,17,NA,0.8
-73,76.633,3.8,4.2,3.3,0,11.7
-52.933,65.417,8.2,10,6,NA,19.7
-69.383,77.483,4.3,6.8,2.4,NA,4.7
-57.817,74.033,6.9,7.3,6.3,0,14
78.033,30.317,27.6,32,22.4,0.76,1.2
73.917,29.917,27.7,30.3,25.6,NA,0.7
-52.7,70.733,9.8,14.2,7.2,0,17.2
75.733,29.167,29.7,33.8,25.6,0,1.3
79.4,28.367,31.9,35.2,28,0,0
77.967,27.15,31.3,35.2,27.6,0,5.5
-53.967,67.783,7,8.5,5.9,0,9.4
94.117,27.233,30.9,36.1,22.5,0,0.3
95.017,27.483,30.6,36.2,25,0,3.5
73.017,26.3,29.9,35.7,26,14.99,0.5
-53.717,66.95,9.2,12.3,6.8,NA,3
78.25,26.233,30.8,35.1,27.3,0,1
80.883,26.75,30.3,34.8,26.5,0,4.6
83.367,26.75,29.4,34.8,26,14.99,2
88.317,26.633,30.4,34.4,25.8,0,3.7
82.867,25.45,31.4,35,27,0,6.5
85.1,25.6,31.9,34.6,28,0,7.5
-51.75,64.167,10.1,13,5.6,NA,17.2
-50.417,62.567,7,7.6,6.5,0,16.2
-51.683,64.2,10.6,15.8,6.1,NA,17
80.833,24.567,29.5,33.6,25.8,0,2.6
84.95,24.75,30.1,33.3,26.3,1.02,5.1
-49.667,62.017,8.3,9.3,6.5,NA,8.4
-49.7,61.983,8.3,9,8,NA,8.1
72.633,23.067,28.6,34.1,25,2.03,3.2
77.35,23.283,24.6,28.9,23.2,49.02,2
79.95,23.2,26.8,32.1,24.4,5.08,1.1
85.317,23.317,25.3,29.1,22.5,0.51,3.3
75.95,11.133,28.6,31,26,0,9
77.7,13.2,23.5,28,20,0,15.4
91.25,23.883,29.9,34.2,25.2,0.25,1.5
75.8,22.717,24.6,28.8,21,70.1,3.2
81.9,22.767,25.7,28.9,21.5,0,0
88.45,22.65,29.2,33.2,26.5,NA,5.3
72.833,21.2,27.1,28.5,25.6,13.97,1.6
79.05,21.1,26.9,32,23.4,NA,3.6
81.65,21.233,26.8,30.5,24.6,44.96,0.6
84.083,21.917,27.8,32.3,25.1,4.06,1.1
70.367,20.9,27.6,29.8,26,5.08,8.2
85.833,20.25,27.2,31.4,24.8,13.97,3
72.85,19.117,25.5,27,23.4,219.96,9.7
-33.367,83.65,4.6,6,2,0,5
75.4,19.85,23.6,27.4,21.7,6.1,4.7
82.033,19.083,24.4,28.6,22.4,54.1,0.7
79.433,18.767,26.3,29.5,23.6,0,0.5
84.133,18.333,29.8,31.8,25.7,0,3.4
73.333,16.983,25.5,27,22.5,58.93,2.9
-16.65,81.6,2.4,4.3,0.8,0,6
78.467,17.45,23.6,27.4,22,2.03,9.9
83.3,17.7,28.7,31.4,25.6,0,3.6
81.15,16.2,28.2,32.8,24.4,7.87,2.5
-18.667,76.767,-2.1,0.6,-3.9,NA,4
80.083,15.5,28.7,32.6,23.5,0,2.7
79.983,14.45,29.9,32.4,27.2,0,3.1
80.183,13,29.9,34.3,24.4,10.92,7.7
74.883,12.917,26.7,29.9,23.2,7.87,6.6
77.633,12.95,23.7,28.5,20.3,0,15.2
72.733,11.117,28.6,31.2,26.4,0,8
75.783,11.25,28.6,32.5,26.6,NA,4.6
77.05,11.033,27.2,32.6,22.6,NA,10.7
79.767,11.767,29.2,33.9,25.1,0,2.2
76.4,10.15,26.6,30,25,NA,3.1
78.717,10.767,30.7,35.1,25.3,0,9.2
79.833,10.917,29.7,35.5,24.5,0,7.3
79.3,9.267,29.5,32.2,27.2,0,16.8
73.15,8.3,28.7,31.6,26,NA,5.4
76.95,8.483,27.6,31,24.1,0.76,4.3
76.95,8.467,27.6,29,26,0,4.8
-21.95,70.483,2.6,5.3,0.5,NA,4.5
79.917,8.983,29.2,31,26.7,0,10.4
81.25,8.583,29.8,35.4,26.6,0,9.6
80.467,8.117,30.2,32.7,24.2,0,NA
79.833,8.032,28.6,31.2,27,0,10.8
81.7,7.717,30.8,36.5,26,0,1.7
80.633,7.333,24.8,28.8,22.6,0,4.9
79.883,7.167,28.5,30,27,0,10.8
79.883,6.817,29.1,31.9,27.3,0,6.4
80.767,6.967,15.1,17.8,12.4,0,14.4
80.967,6.817,22.5,24.8,16.3,0,7.4
81.05,6.983,23.2,29,15.4,0,2.5
80.217,6.033,28.1,29.2,27,0,NA
73.533,4.2,29.6,31,28,NA,7.3
-37.633,65.6,7.7,11.3,4.8,7.87,2.6
100.15,50.433,9.6,17.3,1.7,0,12.1
89.933,48.933,10.8,17.8,1.4,0,4.6
91.717,49.017,10,16,3,0,0
91.567,48.017,12.4,18.3,7.5,0,5.1
95.783,49.65,9.1,16.7,-1.1,0,3.9
102,49.567,14.4,22.8,3.7,0,7
100.167,49.633,14,19,5.8,2.03,5.6
101.383,48.533,14.1,21.8,6.7,0,6.6
103.55,48.8,14.9,22.3,9.3,0.51,7.5
106.067,48.917,16.9,24.5,10.4,0,7.5
107.733,49.833,15.3,23.4,8.9,4.06,6.6
114.55,48.083,25.8,33.6,14.5,0,5.6
91.467,46.117,16.8,20.6,9.7,0,3.5
93.9,46.317,9.7,13.6,4.2,0.51,7.3
98.083,46.833,11.3,17.3,3.9,2.03,5.3
102.767,46.9,14.8,20.6,9.5,0,3.4
103.8,46.967,16.6,24.1,8,0,8.7
100.683,46.133,17.2,22.9,12.3,0,8
106.75,47.85,21.2,30.7,11.2,NA,10.9
108.217,46.45,23.1,31.2,14.3,NA,8.7
118.617,47.617,22.4,29.8,12.5,0,6.3
115.367,45.9,22.5,29.3,15.5,0,5.6
97.767,45.15,22.9,29.2,19.1,0,9
103.9,45.45,23.6,32.6,15.7,0,9.7
105.317,44.417,25.9,34.2,17.3,0,10
112.367,45.733,23.8,30,13.5,0,1.2
100.217,42.9,23.7,29.5,17.5,0,3.4
109.217,43.183,26.9,34,16.6,0,1.7
85.367,27.7,24.3,28.6,19.4,0,3.3
113.917,22.317,31.6,34.5,29,0,6.8
113.6,22.15,30.9,34.7,27.1,0,7
113.983,22.467,30.9,33,28.8,0,7.7
120.35,22.583,28.4,31,26,NA,10.5
128.167,41.4,19.8,24.5,14.6,0.51,0
126.6,40.967,21.4,23.4,19.5,8.89,0
128.15,40.817,19.6,25.9,13.3,NA,1.2
129.199,40.667,24.8,28.1,19.4,NA,6.8
124.933,40.45,22.4,23.1,22.1,74.42,0
127.25,40.367,18.4,21.5,13.4,1.02,0
110.45,19.933,27.5,32,24,0,4.2
114.683,38.283,23.1,28,20,0,1.8
124.383,40.1,23,23.4,22.3,88.14,1.7
126.25,40.167,23.1,25.3,21,2.03,0
128.183,40.033,24.6,28,20,0,2.2
125.65,39.617,24.6,27,22,1.02,0
127.433,39.183,23.8,26.7,22.1,0,1
125.383,38.717,25.4,29.1,23.4,0,1.7
128.183,38.733,24.4,27.2,20.4,0,0
125.767,38.517,24.8,30,21.7,0,1.9
126.533,38.5,25.4,32,22,0,0.2
124.883,38.15,24.7,28.6,22.5,0,2.9
125.7,38.033,25,28.1,23,0,2.9
126.567,37.967,26.3,31.9,22.6,0,3.2
128.565,38.251,24.8,26.9,20.6,0,5.1
127.483,37.267,26.2,32.6,20.3,0,1
126.766,37.886,26.7,32.5,22.7,0,2.1
128.717,37.677,21.2,25.4,15.3,0.51,4
124.63,37.966,22.7,25.2,21.7,0.25,6.6
127.717,37.867,24.3,27.4,19,0,3.3
128.866,37.767,25.2,28.7,19.5,0,3.2
126.967,37.567,27.3,32,24.3,0,4
126.45,37.467,25.9,29,24,0,5.1
127.947,37.338,27,33.1,21.9,0,2.2
129.4,36.983,23.7,25.8,19.5,0,3.1
127.45,36.633,27.1,32.3,22.5,0,2.2
129.38,36.033,24.1,26.1,22.8,0,2.1
128.616,35.883,25.5,29.7,21.6,0,5.4
127.15,35.817,27.6,32.6,21.9,0,2.2
128.934,35.169,25.7,29,22,0,5.3
128.317,36.117,24.5,29.6,19.8,0,1.3
128.573,35.17,25.6,31,22.1,0,2.5
127.9,35.667,24.3,29,19.7,0,2.5
128.433,34.85,24.9,30.6,21.9,0,3.6
126.383,34.983,26.7,30,23,0,4.4
127.75,34.733,25.6,28.9,22.9,0,4.5
126.7,34.4,24.9,29.5,21.9,0,5
126.867,35.55,26.8,31.4,22.3,0,1.5
126.599,35.349,27.1,32.5,22.5,0,1.5
127.333,35.4,26.9,32.7,20,0,1.7
127.239,35.075,25.1,30.4,20.2,0,1.6
126.5,33.517,24.7,27,22,0,8.4
126.163,33.294,25.7,29.5,23.6,0,4.2
142.583,44.933,23.1,28.6,17.5,0,9.2
142.967,44.583,21.2,30.1,15.4,0,6.2
141.633,43.95,21.1,26.4,15.8,0,7.2
141.333,43.067,23.4,29.8,17.7,0,3.5
141.783,43.217,22.1,28.9,15,0,3.1
144.433,42.95,17.8,23.4,13.7,0,4.3
145.583,43.333,20.2,26.7,15.5,0,5.4
140.217,42.8,22.2,27,16.4,0,5
140.983,42.317,22.3,26.5,17.7,0,3.5
141.55,42.617,20.8,25.3,15.8,0,4.1
142.783,42.167,21.3,25.4,17.6,0,4.7
140.117,41.867,21.7,26.2,17.3,0,2.1
140.75,41.817,22.3,28.4,16.1,0,3.2
141.683,42.817,21.7,29,15,0,3.9
143.317,42.3,19.1,26.7,14.2,0,2.8
143.4,44.3,26.2,29,24,0,7.6
142.45,43.667,23.6,27,18,0,3.7
141.383,43.117,23.7,28,17,0,5.5
144.167,43.883,25.6,30,20,0,3.3
144.967,43.583,26.7,29,21,0,4.3
144.2,43.033,20.8,24,15,0,5.3
141.133,41.233,22,25,15,0,4.2
140.317,38.75,23.6,30.8,18.2,0,2.7
140.217,39.617,24.7,29,20,0,4.6
141.133,39.433,26,29,22,0,4.9
140.367,38.417,27,30,22,0,5.5
140.433,37.233,23.9,27,17,0,3.6
140.917,38.133,24.4,26,22,0,6.3
141.967,39.65,21.4,26.3,17.1,0,3.9
139.85,38.917,24.4,28.5,19.8,0,4.9
139.783,38.8,24.9,27,22,0,4.5
140.467,37.767,24.7,29.1,20.4,0,3.8
140.217,37.133,22.4,28.6,17,0,2.9
140.9,36.95,23.8,27.5,20.4,0,4.5
136.9,37.4,23.3,28.7,18.8,0,6.5
136.633,36.583,26.6,31.1,23.4,0,6.8
138.2,36.667,25.2,30.9,21.5,0,3.7
139.867,36.55,24.8,30.3,20.1,0.51,4.5
138.55,36.35,20.3,24.9,17,0,2.5
139.383,36.15,25.8,30.8,20.7,0,3.7
136.767,35.4,27.8,33,24.7,0,4.7
136.867,35.383,26.6,31,23,0,3.1
136.8,34.85,26.1,29,23,NA,6.2
137.817,35.517,25.3,31.3,21.2,8.89,3.4
138.767,35.5,21.6,26.7,19,0,4.2
139.067,35.983,23.9,28,20.5,0,2.3
139.417,35.833,25.3,29,22,0,2.8
140.85,35.733,23.8,26.1,22.2,0,11.1
136.15,34.767,26.3,32.1,21.6,0,3.2
136.517,34.733,26.7,30.3,23.9,0,6.2
137.1,34.633,26.3,30.3,23,0,3.7
137.717,34.717,26.2,30.9,23,0,3.9
138.933,35.117,25.9,30.9,21.6,0,4.3
138.3,34.817,25.8,28,23,0,4.4
139.4,35.7,26.7,29,22,0,2.8
139.917,35.4,27.4,31,24,0,7.9
139.767,35.683,25.9,29.8,22.1,0,4.2
136.2,34.067,25.4,29.8,22,0.51,4.5
138.85,34.6,25.1,26.9,23.1,0,9.8
139.1,35.05,25.2,28.4,22.7,0,3.9
139.783,35.55,25.9,29,23,0,7.8
139.867,34.983,25.6,30,21.8,0,3.8
130.15,32.482,29.2,32,25,0,4.1
139.383,34.75,25.6,29.7,23.1,0,8
140.1,35.6,25.8,30.7,21.9,0,6.5
139.533,35.667,28.1,30,26,0,3.2
139.833,35.633,27.6,29,25,0,5.5
136.4,36.4,26.1,30,23,0,6.2
137.917,36.167,27,29,24,0,4.3
138.867,35.317,23,24,21,0,4.3
140.017,35.8,24.4,29,22,0,5.8
136.683,34.533,27.4,29,23,0,5.1
139.367,34.783,26.3,27,25,0,10.7
138.183,34.8,26.7,28,25,0,5.3
133.333,36.2,25.4,28.1,22.2,0,7.3
133.067,35.45,27,30.8,24,0,7.9
133.233,35.55,27.1,30.9,25.2,0,5.1
134.233,35.483,27.3,33.1,23.5,0,3.9
134.783,35.5,27.1,29,25,0,5.6
132.067,34.9,27.3,30.1,23.6,0,3.5
134.017,35.067,26.2,33.4,23,10.92,2.3
136.25,35.283,27.8,32.8,23.4,0,3.8
135.217,34.7,29.3,33.4,25.1,44.96,6.9
135.433,34.783,30.4,35,26,0,5.5
135.517,34.683,29.1,34.1,24,88.39,3.5
135.25,34.433,28.6,32,27,0,6.3
135.75,33.45,25.7,28.8,23.5,0,9.4
135.833,34.7,27.1,33,21.8,0.51,2.3
135.367,33.667,28.4,30,26,0,6.1
131.45,34.167,27.5,32.8,23.5,0,2.9
131.283,33.933,28.8,30,26,0,8.3
131.55,34.033,27.2,31,23,0,5.1
132.917,34.433,26.9,30,23,0,4.2
132.417,34.367,29.6,31,28,0,6.5
132.883,35.417,28.3,31,24,0,11.1
133.85,34.75,27.9,32,24,0,3.4
134.167,35.533,27.1,28,24,0,12.6
129.333,34.283,25.8,27,25,0,8.6
130.65,33.883,27.6,32,24,0,5.8
130.449,33.583,28.4,33,25,NA,4.8
130.3,33.15,28.4,33,23,0,4.7
130.199,32.033,27,31.1,22.4,0,5
130.75,32.217,25.9,32.8,20,0,2.8
130.55,31.55,29.6,34.1,26.6,0,7.8
131.417,31.933,26.8,30.5,23.3,1.52,6.1
130.3,31.267,28.1,33.1,23,0,7.8
131.4,31.583,28.2,31.3,24.7,7.87,5.8
131.05,33.683,26.9,31,22,0,6.4
128.833,32.667,28.8,31,26,0,5.1
130.833,31.367,27.8,32,25,0,10.7
